"ID";"Marges";"RegioS";"Perioden";"VoeltZichWelEensOnveilig_1";"VoeltZichVaakOnveilig_2";"VanZakkenrollerij_3";"VanBerovingOpStraat_4";"VanInbraakInWoning_5";"VanMishandeling_6";"VoeltZichWelEensOnveiligInBuurt_7";"VoeltZichVaakOnveiligInBuurt_8";"SAvondsOpStraatInBuurtOnveilig_9";"SAvondsAlleenThuisOnveilig_10";"DoetSAvondsNietOpen_11";"RijdtOfLooptOm_12";"BangSlachtofferCriminaliteitTeWorden_13";"DenktDatErVeelCriminaliteitInBuurt_14";"VindtCriminaliteitInBuurtToegenomen_15";"VindtCriminaliteitInBuurtAfgenomen_16";"VindtCriminaliteitInBuurtGelijk_17";"RapportcijferVeiligheidInBuurt_18";"RondomUitgaansgelegenheden_19";"OpPlekkenWaarJongerenRondhangen_20";"InCentrumVanWoonplaats_21";"InWinkelgebiedWinkelcentrum_22";"InOpenbaarVervoer_23";"BijTreinstationInWoonplaats_24";"InEigenHuis_25";"DoorOnbekendenOpStraat_26";"DoorOnbekendenInOpenbaarVervoer_27";"DoorPersoneelVanWinkelsEnBedrijven_28";"DoorPersoneelVanOverheidsinstanties_29";"DoorBekendenPartnerFamilieVriend_30"
"30";"1 ";"PV20   ";"2012JJ00";"    33.1";"     1.3";"     1.8";"     1.5";"     5.9";"     2.3";"    15.6";"     1.4";"     2.7";"     1.9";"     5.0";"     1.8";"     2.0";"     7.1";"     9.0";"     4.3";"    51.6";"     7.3";"    24.1";"    38.5";"    16.0";"    12.5";"    12.8";"    14.3";"     6.6";"    21.1";"    13.1";"    15.6";"    13.1";"     7.4"
"31";"1 ";"PV20   ";"2013JJ00";"    34.9";"     1.7";"     2.8";"     1.8";"     6.4";"     2.5";"    17.7";"     1.5";"     3.2";"     1.9";"     5.2";"     2.1";"     2.9";"     8.5";"    10.4";"     3.9";"    51.6";"     7.3";"    25.1";"    38.9";"    14.8";"    10.9";"    11.6";"    15.8";"     6.7";"    19.5";"    10.7";"    14.7";"    13.5";"     6.5"
"32";"1 ";"PV20   ";"2014JJ00";"    32.2";"     1.3";"     2.2";"     1.6";"     7.0";"     1.9";"    16.5";"     1.7";"     2.4";"     1.8";"     5.7";"     2.3";"     2.4";"     8.0";"     9.7";"     4.2";"    52.9";"     7.3";"    24.4";"    35.8";"    15.1";"    10.5";"    10.1";"    12.9";"     7.3";"    20.4";"    10.8";"    14.7";"    12.6";"     7.0"
"33";"1 ";"PV20   ";"2015JJ00";"    32.9";"     1.3";"     2.6";"     1.6";"     7.2";"     2.0";"    18.3";"     1.6";"     2.9";"     2.5";"     6.6";"     2.4";"     2.3";"     8.3";"     9.8";"     4.3";"    52.0";"     7.3";"    23.1";"    36.1";"    14.8";"    11.9";"    11.2";"    12.9";"     7.6";"    21.0";"    12.1";"    12.4";"    11.4";"     8.1"
"34";"1 ";"PV20   ";"2016JJ00";"    33.4";"     1.0";"     1.5";"     1.1";"     5.9";"     1.6";"    14.7";"     0.9";"     2.6";"     1.6";"     6.6";"     1.5";"     1.8";"     7.6";"     9.3";"     3.5";"    52.5";"     7.4";"    23.1";"    35.0";"    13.8";"    10.6";"    11.2";"    12.7";"     7.0";"    19.0";"     9.3";"    11.9";"     9.9";"     5.9"
"35";"1 ";"PV20   ";"2017JJ00";"    33.7";"     1.3";"     2.0";"     0.7";"     6.2";"     1.7";"    15.8";"     1.5";"     2.1";"     1.4";"     5.5";"     1.8";"     2.0";"     7.0";"     9.3";"     3.4";"    50.6";"     7.4";"    22.0";"    35.5";"    12.8";"     9.0";"    12.0";"    12.2";"     6.7";"    17.8";"    10.6";"    11.0";"     9.6";"     6.8"
"36";"1 ";"PV21   ";"2012JJ00";"    27.2";"     1.2";"     2.5";"     1.4";"     6.5";"     1.2";"    11.4";"     1.0";"     1.9";"     2.0";"     3.6";"     1.5";"     2.5";"     4.8";"     8.6";"     2.9";"    51.7";"     7.5";"    21.4";"    33.9";"    15.7";"    11.5";"    10.1";"    10.6";"     7.8";"    17.6";"    10.2";"    13.7";"    12.0";"     7.4"
"37";"1 ";"PV21   ";"2013JJ00";"    28.1";"     1.1";"     2.3";"     1.0";"     7.3";"     2.0";"    12.3";"     0.9";"     1.7";"     1.4";"     3.9";"     1.4";"     1.6";"     5.0";"     9.4";"     3.3";"    50.9";"     7.5";"    21.0";"    32.5";"    12.7";"    10.5";"    10.1";"    10.8";"     6.4";"    15.6";"     8.6";"    12.0";"    11.5";"     6.8"
"38";"1 ";"PV21   ";"2014JJ00";"    30.5";"     1.4";"     1.5";"     1.3";"     6.7";"     1.5";"    13.3";"     0.8";"     1.7";"     1.4";"     4.8";"     1.4";"     2.2";"     5.6";"    11.1";"     4.2";"    50.1";"     7.5";"    20.3";"    31.3";"    13.2";"     9.8";"     8.9";"     8.4";"     6.3";"    15.0";"     7.8";"    12.5";"    12.3";"     6.5"
"39";"1 ";"PV21   ";"2015JJ00";"    28.1";"     1.0";"     1.3";"     1.0";"     6.8";"     1.5";"    12.3";"     0.7";"     2.2";"     1.5";"     4.6";"     1.3";"     2.0";"     5.2";"     9.3";"     2.7";"    52.4";"     7.5";"    20.4";"    32.4";"    12.8";"     9.2";"     9.3";"     8.6";"     6.8";"    15.2";"     7.0";"    10.1";"     9.2";"     7.6"
"40";"1 ";"PV21   ";"2016JJ00";"    27.1";"     0.8";"     1.3";"     0.9";"     5.1";"     1.3";"    11.1";"     0.9";"     1.6";"     1.7";"     3.9";"     0.9";"     1.5";"     3.9";"     8.7";"     3.2";"    49.1";"     7.7";"    18.0";"    29.2";"    11.2";"     8.9";"     9.5";"     9.0";"     6.1";"    14.1";"     7.7";"     9.6";"     8.4";"     7.2"
"41";"1 ";"PV21   ";"2017JJ00";"    27.8";"     0.9";"     1.0";"     0.6";"     5.0";"     1.9";"    11.1";"     1.1";"     1.7";"     1.5";"     4.6";"     1.1";"     1.4";"     3.5";"     7.4";"     2.7";"    52.3";"     7.7";"    18.2";"    28.3";"    11.2";"     8.5";"     8.0";"     7.8";"     5.3";"    15.0";"     7.1";"     9.0";"     9.1";"     7.2"
"42";"1 ";"PV22   ";"2012JJ00";"    28.9";"     0.7";"     2.1";"     0.6";"     5.9";"     1.1";"    13.2";"     1.0";"     2.0";"     1.3";"     3.8";"     1.3";"     1.7";"     5.0";"    10.2";"     3.2";"    50.4";"     7.5";"    19.9";"    33.5";"    13.1";"    11.9";"     9.7";"    10.6";"     6.5";"    16.0";"     9.1";"    12.8";"    12.1";"     5.7"
"43";"1 ";"PV22   ";"2013JJ00";"    28.8";"     1.2";"     2.2";"     1.2";"     8.3";"     1.6";"    13.8";"     1.3";"     2.6";"     2.5";"     5.1";"     1.5";"     2.3";"     5.9";"    13.5";"     2.9";"    49.1";"     7.3";"    20.4";"    34.7";"    13.9";"    11.7";"    10.3";"    11.1";"     8.2";"    16.0";"     8.7";"    12.8";"    12.1";"     6.7"
"44";"1 ";"PV22   ";"2014JJ00";"    28.9";"     0.6";"     1.9";"     0.9";"     7.2";"     1.2";"    13.8";"     0.5";"     1.8";"     1.7";"     5.0";"     1.1";"     2.1";"     5.4";"    12.8";"     3.2";"    50.0";"     7.4";"    18.9";"    30.3";"    13.1";"    11.9";"     9.0";"    10.6";"     7.6";"    14.7";"     7.7";"    11.3";"    10.5";"     6.8"
"45";"1 ";"PV22   ";"2015JJ00";"    26.4";"     0.7";"     2.0";"     1.3";"     7.1";"     1.4";"    13.6";"     0.9";"     1.4";"     1.3";"     5.2";"     1.3";"     1.6";"     5.4";"    11.0";"     2.7";"    51.6";"     7.5";"    17.6";"    32.1";"    12.1";"    11.3";"    10.1";"    11.9";"     7.1";"    15.0";"     7.7";"    10.5";"    11.3";"     6.4"
"46";"1 ";"PV22   ";"2016JJ00";"    30.6";"     0.9";"     1.4";"     0.7";"     6.5";"     1.4";"    13.9";"     0.7";"     2.1";"     1.5";"     6.0";"     1.3";"     2.2";"     5.5";"    12.0";"     3.2";"    51.7";"     7.5";"    15.8";"    31.2";"    11.3";"    10.2";"     9.8";"    11.4";"     6.8";"    16.0";"     6.7";"    10.5";"     9.1";"     6.6"
"47";"1 ";"PV22   ";"2017JJ00";"    29.3";"     1.0";"     1.8";"     1.1";"     6.8";"     1.2";"    13.2";"     0.8";"     2.2";"     1.5";"     6.0";"     1.4";"     1.9";"     4.7";"    10.9";"     2.7";"    51.6";"     7.5";"    17.4";"    30.7";"    11.9";"    10.2";"    10.0";"    11.2";"     7.3";"    14.6";"     8.5";"    10.7";"     9.4";"     6.1"
"48";"1 ";"PV23   ";"2012JJ00";"    30.4";"     1.0";"     2.7";"     1.8";"     7.2";"     1.9";"    14.0";"     0.7";"     1.9";"     2.1";"     4.6";"     1.6";"     2.0";"     6.1";"    12.1";"     2.8";"    48.1";"     7.4";"    23.7";"    38.6";"    16.1";"    11.1";"    13.5";"    15.5";"     7.3";"    19.3";"    12.0";"    13.5";"    11.7";"     6.3"
"49";"1 ";"PV23   ";"2013JJ00";"    33.3";"     1.1";"     3.6";"     1.5";"    11.1";"     1.7";"    16.0";"     1.3";"     2.0";"     1.5";"     5.3";"     1.6";"     2.5";"     7.1";"    16.0";"     2.1";"    48.4";"     7.3";"    23.2";"    38.9";"    15.7";"    11.5";"    12.7";"    15.5";"     8.5";"    18.9";"    10.9";"    13.6";"    11.9";"     6.3"
"50";"1 ";"PV23   ";"2014JJ00";"    32.2";"     1.3";"     1.8";"     1.2";"     8.6";"     1.7";"    14.6";"     1.1";"     2.0";"     2.2";"     5.9";"     1.8";"     2.4";"     6.3";"    12.8";"     3.3";"    50.7";"     7.4";"    23.0";"    36.2";"    16.2";"    11.0";"    11.9";"    15.3";"     7.9";"    17.7";"    11.0";"    12.5";"    10.6";"     5.5"
"51";"1 ";"PV23   ";"2015JJ00";"    31.7";"     1.4";"     2.5";"     1.2";"     8.0";"     1.8";"    15.3";"     1.3";"     2.7";"     1.8";"     6.0";"     1.7";"     2.4";"     6.2";"    12.5";"     3.9";"    49.8";"     7.4";"    22.4";"    36.6";"    15.7";"    10.6";"    12.4";"    15.0";"     8.1";"    18.5";"    10.1";"    12.1";"    10.4";"     6.3"
"52";"1 ";"PV23   ";"2016JJ00";"    31.8";"     1.3";"     2.3";"     1.2";"     7.2";"     1.2";"    13.3";"     1.2";"     2.2";"     1.8";"     6.5";"     1.6";"     2.0";"     5.6";"    10.8";"     3.5";"    50.3";"     7.5";"    20.9";"    34.8";"    14.0";"     9.9";"    13.3";"    14.0";"     7.4";"    17.4";"    10.0";"    11.3";"    10.1";"     6.1"
"53";"1 ";"PV23   ";"2017JJ00";"    30.0";"     1.2";"     1.7";"     1.1";"     5.9";"     1.6";"    12.8";"     1.0";"     2.2";"     1.5";"     5.7";"     1.5";"     1.9";"     5.3";"     8.6";"     4.3";"    49.9";"     7.5";"    21.4";"    35.6";"    14.2";"     9.7";"    12.0";"    14.1";"     6.4";"    17.0";"     9.7";"    10.4";"     8.3";"     5.8"
"54";"1 ";"PV24   ";"2012JJ00";"    40.2";"     2.0";"     4.2";"     3.6";"    12.8";"     2.5";"    19.3";"     2.3";"     5.0";"     2.8";"     9.5";"     3.5";"     4.0";"    11.5";"    18.2";"     4.2";"    46.9";"     7.0";"    29.5";"    49.2";"    24.3";"    19.9";"    23.8";"    29.0";"     8.8";"    24.5";"    18.3";"    20.7";"    14.9";"     7.0"
"55";"1 ";"PV24   ";"2013JJ00";"    41.6";"     2.7";"     6.3";"     4.0";"    18.5";"     2.9";"    22.4";"     2.7";"     5.2";"     4.3";"    10.5";"     3.5";"     5.3";"    14.6";"    24.0";"     3.6";"    43.1";"     6.9";"    28.1";"    47.7";"    25.8";"    21.6";"    24.8";"    29.2";"    13.2";"    24.5";"    17.3";"    20.1";"    14.4";"     7.8"
"56";"1 ";"PV24   ";"2014JJ00";"    38.6";"     2.1";"     4.2";"     4.0";"    17.2";"     2.9";"    22.1";"     2.3";"     4.5";"     3.2";"    10.1";"     2.9";"     4.0";"    15.0";"    20.7";"     4.7";"    46.3";"     7.0";"    28.1";"    45.1";"    24.2";"    20.0";"    23.2";"    27.7";"     9.8";"    25.2";"    18.4";"    18.1";"    12.9";"     7.8"
"57";"1 ";"PV24   ";"2015JJ00";"    37.9";"     1.2";"     3.0";"     2.8";"    12.5";"     3.0";"    20.6";"     1.4";"     5.0";"     2.2";"    10.8";"     2.7";"     3.6";"    11.9";"    13.7";"     5.5";"    51.5";"     7.2";"    24.6";"    43.1";"    22.4";"    18.0";"    22.2";"    28.6";"     8.6";"    22.1";"    17.2";"    18.3";"    15.6";"     8.1"
"58";"1 ";"PV24   ";"2016JJ00";"    38.4";"     1.7";"     2.6";"     2.5";"    11.2";"     2.2";"    16.8";"     1.5";"     3.1";"     2.3";"     9.6";"     3.4";"     2.9";"    10.7";"    14.5";"     5.5";"    49.6";"     7.2";"    24.7";"    44.4";"    21.8";"    17.7";"    23.7";"    25.6";"     8.5";"    21.4";"    15.2";"    16.4";"    12.6";"     6.9"
"59";"1 ";"PV24   ";"2017JJ00";"    36.5";"     2.4";"     3.1";"     2.9";"    12.4";"     2.8";"    19.9";"     2.2";"     4.5";"     3.1";"    10.9";"     3.5";"     4.4";"    11.8";"    15.3";"     5.2";"    47.6";"     7.2";"    24.9";"    43.7";"    21.6";"    17.6";"    22.7";"    27.0";"     9.4";"    21.5";"    15.7";"    15.0";"     9.9";"     6.9"
"60";"1 ";"PV25   ";"2012JJ00";"    35.9";"     1.1";"     2.9";"     2.0";"     9.4";"     2.0";"    15.5";"     1.1";"     2.4";"     2.1";"     6.5";"     1.9";"     2.5";"     6.9";"    12.4";"     3.2";"    50.8";"     7.3";"    23.6";"    41.0";"    16.3";"    12.6";"    15.3";"    16.9";"     8.9";"    19.7";"    12.3";"    15.0";"    12.4";"     6.3"
"61";"1 ";"PV25   ";"2013JJ00";"    35.0";"     1.6";"     3.7";"     1.9";"    11.3";"     1.7";"    16.6";"     1.4";"     2.6";"     2.3";"     7.7";"     1.6";"     3.2";"     7.9";"    15.0";"     2.8";"    50.4";"     7.2";"    23.4";"    39.6";"    15.5";"    12.0";"    15.2";"    16.1";"     9.1";"    19.3";"    12.8";"    15.1";"    11.9";"     6.7"
"62";"1 ";"PV25   ";"2014JJ00";"    34.3";"     1.4";"     2.8";"     1.5";"     9.4";"     1.6";"    16.3";"     1.2";"     2.5";"     2.1";"     7.8";"     1.7";"     2.8";"     7.5";"    12.1";"     4.1";"    50.7";"     7.3";"    21.6";"    37.8";"    14.1";"    10.5";"    13.1";"    14.9";"     8.8";"    18.7";"    11.8";"    13.1";"    11.0";"     6.2"
"63";"1 ";"PV25   ";"2015JJ00";"    34.1";"     1.5";"     3.0";"     1.7";"     9.7";"     1.7";"    15.1";"     1.4";"     2.3";"     1.9";"     7.5";"     1.6";"     2.5";"     6.8";"    10.7";"     3.6";"    51.9";"     7.4";"    21.2";"    36.7";"    13.8";"    10.9";"    14.8";"    14.8";"     8.1";"    17.6";"    11.3";"    12.3";"    10.4";"     5.8"
"64";"1 ";"PV25   ";"2016JJ00";"    32.9";"     1.2";"     2.5";"     1.4";"     7.7";"     2.0";"    14.0";"     1.2";"     2.2";"     1.7";"     7.1";"     1.8";"     2.3";"     5.9";"    11.1";"     3.9";"    51.1";"     7.4";"    21.0";"    37.2";"    13.7";"    10.6";"    14.2";"    14.5";"     6.8";"    18.4";"    10.6";"    12.2";"    10.5";"     6.8"
"65";"1 ";"PV25   ";"2017JJ00";"    32.8";"     1.0";"     2.3";"     1.1";"     7.9";"     1.6";"    13.6";"     0.9";"     2.3";"     1.5";"     6.9";"     1.4";"     1.9";"     6.3";"    10.8";"     3.7";"    51.7";"     7.5";"    20.4";"    35.5";"    13.3";"    10.5";"    13.5";"    14.3";"     6.8";"    17.8";"    11.2";"    11.3";"     9.8";"     6.5"
"66";"1 ";"PV26   ";"2012JJ00";"    39.6";"     1.3";"     3.5";"     1.7";"    11.1";"     1.8";"    18.6";"     1.6";"     3.6";"     1.8";"     7.1";"     2.2";"     3.1";"    10.0";"    14.2";"     4.8";"    54.4";"     7.1";"    25.3";"    48.2";"    18.6";"    16.3";"    20.2";"    19.2";"     8.8";"    24.6";"    15.3";"    17.5";"    11.0";"     5.9"
"67";"1 ";"PV26   ";"2013JJ00";"    40.2";"     1.9";"     4.6";"     2.9";"    12.5";"     2.3";"    18.3";"     1.7";"     3.0";"     2.1";"     7.0";"     2.6";"     3.8";"    11.7";"    15.1";"     4.4";"    53.4";"     7.1";"    23.7";"    47.9";"    17.8";"    15.5";"    20.4";"    19.7";"     8.4";"    25.6";"    17.7";"    17.8";"    13.3";"     6.4"
"68";"1 ";"PV26   ";"2014JJ00";"    38.8";"     1.9";"     3.7";"     2.0";"    11.5";"     2.3";"    18.7";"     1.6";"     3.8";"     2.2";"     8.0";"     2.3";"     3.2";"    10.9";"    13.4";"     5.2";"    55.4";"     7.2";"    23.0";"    45.3";"    16.7";"    13.4";"    18.5";"    17.2";"     8.8";"    24.8";"    16.5";"    16.0";"    12.6";"     6.1"
"69";"1 ";"PV26   ";"2015JJ00";"    38.8";"     1.8";"     3.7";"     1.8";"    10.9";"     2.0";"    18.2";"     1.4";"     3.4";"     2.1";"     8.3";"     2.1";"     2.7";"    10.4";"    11.4";"     5.2";"    57.1";"     7.2";"    23.6";"    45.0";"    15.4";"    14.6";"    18.9";"    18.1";"     8.8";"    25.2";"    16.6";"    15.9";"    11.7";"     6.4"
"70";"1 ";"PV26   ";"2016JJ00";"    36.5";"     1.4";"     2.3";"     1.4";"     9.2";"     1.7";"    16.2";"     1.1";"     2.6";"     1.6";"     6.4";"     2.2";"     2.3";"    10.0";"    11.7";"     4.9";"    54.4";"     7.3";"    21.1";"    44.1";"    14.6";"    14.3";"    18.0";"    16.8";"     7.8";"    23.7";"    14.5";"    13.2";"     9.0";"     6.1"
"71";"1 ";"PV26   ";"2017JJ00";"    36.8";"     1.0";"     2.6";"     1.4";"     9.6";"     1.7";"    16.7";"     1.2";"     2.9";"     1.8";"     7.3";"     2.0";"     2.4";"    11.3";"    13.2";"     4.3";"    54.3";"     7.3";"    21.5";"    43.7";"    14.6";"    13.4";"    17.5";"    15.8";"     7.9";"    23.4";"    14.1";"    13.3";"     9.2";"     5.2"
"72";"1 ";"PV27   ";"2012JJ00";"    37.9";"     1.9";"     4.8";"     2.9";"    10.6";"     2.5";"    19.5";"     1.9";"     3.9";"     2.5";"     8.8";"     3.2";"     3.6";"    12.0";"    13.2";"     4.7";"    52.3";"     7.1";"    26.8";"    48.4";"    19.6";"    15.7";"    23.3";"    24.1";"     8.7";"    26.5";"    19.7";"    20.6";"    15.3";"     6.3"
"73";"1 ";"PV27   ";"2013JJ00";"    37.5";"     2.1";"     6.6";"     3.6";"    12.6";"     3.1";"    20.1";"     2.1";"     3.8";"     2.4";"     9.0";"     3.1";"     3.9";"    12.9";"    15.6";"     4.6";"    49.6";"     7.1";"    26.7";"    46.9";"    19.6";"    15.1";"    21.4";"    23.5";"     9.0";"    26.8";"    19.1";"    19.7";"    14.6";"     6.8"
"74";"1 ";"PV27   ";"2014JJ00";"    36.1";"     1.8";"     5.2";"     3.0";"    11.8";"     2.3";"    18.3";"     1.8";"     3.7";"     2.3";"     8.9";"     2.5";"     3.3";"    12.0";"    13.9";"     5.1";"    51.5";"     7.1";"    25.0";"    45.1";"    18.3";"    13.6";"    20.9";"    22.1";"     8.7";"    24.2";"    18.2";"    19.5";"    14.4";"     6.8"
"75";"1 ";"PV27   ";"2015JJ00";"    36.7";"     2.0";"     4.5";"     3.1";"    11.7";"     3.0";"    19.5";"     1.9";"     3.7";"     2.5";"     8.8";"     2.7";"     3.4";"    12.7";"    13.7";"     5.3";"    51.0";"     7.1";"    25.5";"    45.4";"    18.7";"    13.8";"    21.4";"    22.5";"     9.0";"    24.8";"    17.8";"    17.3";"    13.3";"     6.5"
